chr	start	end	strand	gene_name
chr10	23119304	23119451	+	ENSG00000148450.13
chr10	23120758	23122013	+	ENSG00000148450.13
chr10	23119046	23119134	+	ENSG00000148450.13
chr10	23120758	23120954	+	ENSG00000148450.13
chr10	23119144	23119451	+	ENSG00000148450.13
chr10	23120758	23120893	+	ENSG00000148450.13
chr10	23136924	23137661	+	ENSG00000229932.3
chr10	23166985	23167101	+	ENSG00000252049.1
chr10	23192312	23193314	+	ENSG00000168267.7
chr10	23193704	23194245	+	ENSG00000168267.7
chr10	23192564	23192677	+	ENSG00000168267.7
chr10	23193704	23193997	+	ENSG00000168267.7
chr10	23193271	23193314	+	ENSG00000168267.7
chr10	23193752	23194163	+	ENSG00000168267.7
chr10	23193332	23193423	+	ENSG00000168267.7
chr10	23193704	23194163	+	ENSG00000168267.7
chr10	23193354	23193423	+	ENSG00000168267.7
chr10	23193749	23194162	+	ENSG00000168267.7
chr10	23193361	23193423	+	ENSG00000168267.7
chr10	23344569	23344694	-	ENSG00000179133.15
chr10	23333062	23333182	-	ENSG00000179133.15
chr10	23322394	23322537	-	ENSG00000179133.15
chr10	23320741	23320815	-	ENSG00000179133.15
chr10	23303304	23303459	-	ENSG00000179133.15
chr10	23291132	23291279	-	ENSG00000179133.15
chr10	23289900	23289958	-	ENSG00000179133.15
chr10	23282013	23282078	-	ENSG00000179133.15
chr10	23267195	23267254	-	ENSG00000179133.15
chr10	23266262	23266426	-	ENSG00000179133.15
chr10	23250612	23250691	-	ENSG00000179133.15
chr10	23250450	23250520	-	ENSG00000179133.15
chr10	23223744	23223818	-	ENSG00000179133.15
chr10	23223598	23223658	-	ENSG00000179133.15
chr10	23202696	23204255	-	ENSG00000179133.15
chr10	23344569	23344797	-	ENSG00000179133.15
chr10	23250455	23250520	-	ENSG00000179133.15
chr10	23239729	23239816	-	ENSG00000179133.15
chr10	23343906	23343964	-	ENSG00000179133.15
chr10	23344569	23344678	-	ENSG00000179133.15
chr10	23302081	23302960	-	ENSG00000179133.15
chr10	23344569	23344843	-	ENSG00000179133.15
chr10	23316591	23318918	-	ENSG00000179133.15
chr10	23344569	23344845	-	ENSG00000179133.15
chr10	23316737	23318918	-	ENSG00000179133.15
chr10	23258211	23258545	+	ENSG00000227537.1
chr10	23343957	23344090	+	ENSG00000224215.1
chr10	23344424	23345181	+	ENSG00000224215.1
chr10	23393405	23393467	+	ENSG00000264574.1
chr10	23438958	23439045	+	ENSG00000287124.2
chr10	23442840	23443232	+	ENSG00000287124.2
chr10	23529659	23530439	+	ENSG00000287124.2
chr10	23443036	23443232	+	ENSG00000287124.2
chr10	23520984	23521159	+	ENSG00000287124.2
chr10	23529659	23529801	+	ENSG00000287124.2
chr10	23439075	23442377	+	ENSG00000165312.7
chr10	23575012	23575703	+	ENSG00000286442.1
chr10	23575939	23576023	+	ENSG00000286442.1
chr10	23579878	23580083	+	ENSG00000286442.1
chr10	23585748	23586224	+	ENSG00000286442.1
chr10	23694746	23695234	+	ENSG00000120549.19
chr10	24007225	24007374	+	ENSG00000120549.19
chr10	24219626	24219909	+	ENSG00000120549.19
chr10	24380869	24381067	+	ENSG00000120549.19
chr10	24432995	24433193	+	ENSG00000120549.19
chr10	24438386	24438479	+	ENSG00000120549.19
chr10	24473228	24474060	+	ENSG00000120549.19
chr10	24494500	24494604	+	ENSG00000120549.19
chr10	24495147	24495196	+	ENSG00000120549.19
chr10	24501379	24501545	+	ENSG00000120549.19
chr10	24513259	24513434	+	ENSG00000120549.19
chr10	24520123	24520253	+	ENSG00000120549.19
chr10	24521782	24521929	+	ENSG00000120549.19
chr10	24524323	24524764	+	ENSG00000120549.19
chr10	24527936	24528119	+	ENSG00000120549.19
chr10	24531830	24531993	+	ENSG00000120549.19
chr10	24533070	24533237	+	ENSG00000120549.19
chr10	24544981	24545103	+	ENSG00000120549.19
chr10	24545827	24547843	+	ENSG00000120549.19
chr10	23694782	23695234	+	ENSG00000120549.19
chr10	23877406	23877495	+	ENSG00000120549.19
chr10	24042131	24042495	+	ENSG00000120549.19
chr10	24208791	24209263	+	ENSG00000120549.19
chr10	24527936	24527942	+	ENSG00000120549.19
chr10	24531833	24531993	+	ENSG00000120549.19
chr10	24536774	24536893	+	ENSG00000120549.19
chr10	24542693	24542770	+	ENSG00000120549.19
chr10	24545827	24547848	+	ENSG00000120549.19
chr10	24209138	24209263	+	ENSG00000120549.19
chr10	24542883	24544481	+	ENSG00000120549.19
chr10	24209167	24209263	+	ENSG00000120549.19
chr10	24367119	24367168	+	ENSG00000120549.19
chr10	24380869	24381005	+	ENSG00000120549.19
chr10	24239195	24239337	+	ENSG00000120549.19
chr10	24254123	24255596	+	ENSG00000120549.19
chr10	24449433	24449764	+	ENSG00000120549.19
chr10	24544981	24545268	+	ENSG00000120549.19
chr10	24466531	24466790	+	ENSG00000120549.19
chr10	24544981	24545316	+	ENSG00000120549.19
chr10	24544981	24547843	+	ENSG00000120549.19
chr10	24494974	24495196	+	ENSG00000120549.19
chr10	24513259	24513347	+	ENSG00000120549.19
chr10	24533212	24533237	+	ENSG00000120549.19
chr10	24542507	24542542	+	ENSG00000120549.19
chr10	24542883	24543980	+	ENSG00000120549.19
chr10	24542420	24542770	+	ENSG00000120549.19
chr10	24542883	24543708	+	ENSG00000120549.19
chr10	24157835	24158781	+	ENSG00000223928.1
chr10	24255246	24255333	+	ENSG00000277563.1
chr10	24275685	24275781	+	ENSG00000207930.1
chr10	24416376	24416459	-	ENSG00000286951.1
chr10	24410183	24412818	-	ENSG00000286951.1
chr10	24481180	24483034	-	ENSG00000279029.1
chr10	24578905	24580915	-	ENSG00000289188.1
chr10	24723562	24723668	-	ENSG00000107863.20
chr10	24721837	24722279	-	ENSG00000107863.20
chr10	24670218	24670397	-	ENSG00000107863.20
chr10	24666985	24667009	-	ENSG00000107863.20
chr10	24635011	24635103	-	ENSG00000107863.20
chr10	24633402	24633480	-	ENSG00000107863.20
chr10	24629996	24630050	-	ENSG00000107863.20
chr10	24620150	24621369	-	ENSG00000107863.20
chr10	24605767	24605774	-	ENSG00000107863.20
chr10	24596740	24596840	-	ENSG00000107863.20
chr10	24595888	24596043	-	ENSG00000107863.20
chr10	24595717	24595795	-	ENSG00000107863.20
chr10	24595117	24595190	-	ENSG00000107863.20
chr10	24594950	24595039	-	ENSG00000107863.20
chr10	24591887	24592012	-	ENSG00000107863.20
chr10	24591642	24591683	-	ENSG00000107863.20
chr10	24591225	24591330	-	ENSG00000107863.20
chr10	24589271	24589302	-	ENSG00000107863.20
chr10	24583609	24586106	-	ENSG00000107863.20
chr10	24619473	24621369	-	ENSG00000107863.20
chr10	24607745	24607903	-	ENSG00000107863.20
chr10	24607499	24607601	-	ENSG00000107863.20
chr10	24604312	24604348	-	ENSG00000107863.20
chr10	24601978	24602103	-	ENSG00000107863.20
chr10	24600646	24600930	-	ENSG00000107863.20
chr10	24597945	24598009	-	ENSG00000107863.20
chr10	24597447	24597583	-	ENSG00000107863.20
chr10	24595888	24596882	-	ENSG00000107863.20
chr10	24583614	24586106	-	ENSG00000107863.20
chr10	24706512	24706630	-	ENSG00000107863.20
chr10	24622733	24622762	-	ENSG00000107863.20
chr10	24596740	24596882	-	ENSG00000107863.20
chr10	24723562	24723887	-	ENSG00000107863.20
chr10	24723157	24723233	-	ENSG00000107863.20
chr10	24583617	24586106	-	ENSG00000107863.20
chr10	24590454	24590550	-	ENSG00000107863.20
chr10	24583631	24586106	-	ENSG00000107863.20
chr10	24589271	24590042	-	ENSG00000107863.20
chr10	24585920	24586106	-	ENSG00000107863.20
chr10	24622733	24622834	-	ENSG00000107863.20
chr10	24590206	24590479	-	ENSG00000107863.20
chr10	24585930	24586106	-	ENSG00000107863.20
chr10	24595888	24595960	-	ENSG00000107863.20
chr10	24586033	24586106	-	ENSG00000107863.20
chr10	24594950	24595036	-	ENSG00000107863.20
chr10	24591345	24591683	-	ENSG00000107863.20
chr10	24594970	24595000	-	ENSG00000107863.20
chr10	24723157	24723240	-	ENSG00000107863.20
chr10	24596822	24596882	-	ENSG00000107863.20
chr10	24607745	24607871	-	ENSG00000107863.20
chr10	24600646	24600788	-	ENSG00000107863.20
chr10	24597469	24597583	-	ENSG00000107863.20
chr10	24607745	24607878	-	ENSG00000107863.20
chr10	24607444	24607601	-	ENSG00000107863.20
chr10	24622733	24622842	-	ENSG00000107863.20
chr10	24620879	24621369	-	ENSG00000107863.20
chr10	24721837	24722034	-	ENSG00000107863.20
chr10	24629014	24630050	-	ENSG00000107863.20
chr10	24721837	24721866	-	ENSG00000107863.20
chr10	24629524	24629862	-	ENSG00000107863.20
chr10	24723157	24723247	-	ENSG00000107863.20
chr10	24714297	24714378	-	ENSG00000107863.20
chr10	24670339	24670397	-	ENSG00000107863.20
chr10	24722486	24722760	-	ENSG00000107863.20
chr10	24722012	24722279	-	ENSG00000107863.20
chr10	24640166	24640284	+	ENSG00000199535.1
chr10	24816331	24817799	+	ENSG00000285750.1
chr10	24822363	24822950	+	ENSG00000285750.1
chr10	24952528	24952606	-	ENSG00000099256.19
chr10	24942330	24942436	-	ENSG00000099256.19
chr10	24937184	24937367	-	ENSG00000099256.19
chr10	24871998	24872063	-	ENSG00000099256.19
chr10	24858392	24858409	-	ENSG00000099256.19
chr10	24856913	24856995	-	ENSG00000099256.19
chr10	24855318	24855364	-	ENSG00000099256.19
chr10	24851388	24851464	-	ENSG00000099256.19
chr10	24848614	24849891	-	ENSG00000099256.19
chr10	24952528	24952584	-	ENSG00000099256.19
chr10	24849707	24849891	-	ENSG00000099256.19
chr10	24952528	24952592	-	ENSG00000099256.19
chr10	24908301	24908685	-	ENSG00000099256.19
chr10	24867645	24867807	+	ENSG00000228667.1
chr10	24868086	24868190	+	ENSG00000228667.1
chr10	24908522	24908812	-	ENSG00000240294.2
chr10	24952350	24952448	+	ENSG00000285859.1
chr10	24961806	24961875	+	ENSG00000285859.1
chr10	25021742	25021908	+	ENSG00000285859.1
chr10	25158369	25158498	+	ENSG00000285859.1
chr10	25159651	25161236	+	ENSG00000285859.1
chr10	24953241	24953513	+	ENSG00000273107.1
chr10	25015860	25016160	-	ENSG00000151023.17
chr10	24999401	24999546	-	ENSG00000151023.17
chr10	24995646	24995869	-	ENSG00000151023.17
chr10	24990463	24990609	-	ENSG00000151023.17
chr10	24984736	24984905	-	ENSG00000151023.17
chr10	24984210	24984376	-	ENSG00000151023.17
chr10	24981979	24982770	-	ENSG00000151023.17
chr10	25062182	25062279	-	ENSG00000151023.17
chr10	25061112	25061369	-	ENSG00000151023.17
chr10	24981980	24984376	-	ENSG00000151023.17
chr10	25015860	25016158	-	ENSG00000151023.17
chr10	24981985	24984376	-	ENSG00000151023.17
chr10	25015860	25016156	-	ENSG00000151023.17
chr10	24984402	24984905	-	ENSG00000151023.17
chr10	25015860	25015960	-	ENSG00000151023.17
chr10	24984836	24984905	-	ENSG00000151023.17
chr10	25016612	25016692	+	ENSG00000185875.13
chr10	25021742	25021908	+	ENSG00000185875.13
chr10	25023176	25026664	+	ENSG00000185875.13
chr10	25016658	25016789	+	ENSG00000185875.13
chr10	25113058	25113686	+	ENSG00000231422.2
chr10	25116612	25116705	+	ENSG00000231422.2
chr10	25117292	25117413	+	ENSG00000231422.2
chr10	25125723	25125905	+	ENSG00000231422.2
chr10	25126251	25126498	+	ENSG00000231422.2
chr10	25158369	25158498	+	ENSG00000231422.2
chr10	25159651	25161236	+	ENSG00000231422.2
chr10	25175676	25176276	-	ENSG00000233642.1
chr10	25158072	25159903	-	ENSG00000233642.1
chr10	25174802	25175165	+	ENSG00000151025.11
chr10	25175469	25176322	+	ENSG00000151025.11
chr10	25221052	25221157	+	ENSG00000151025.11
chr10	25395911	25396013	+	ENSG00000151025.11
chr10	25412250	25412473	+	ENSG00000151025.11
chr10	25466651	25466719	+	ENSG00000151025.11
chr10	25550976	25551085	+	ENSG00000151025.11
chr10	25572649	25572887	+	ENSG00000151025.11
chr10	25589007	25589145	+	ENSG00000151025.11
chr10	25594292	25594397	+	ENSG00000151025.11
chr10	25596643	25596789	+	ENSG00000151025.11
chr10	25597772	25602220	+	ENSG00000151025.11
chr10	25175001	25176322	+	ENSG00000151025.11
chr10	25597772	25602229	+	ENSG00000151025.11
chr10	25466190	25466358	+	ENSG00000151025.11
chr10	25475431	25475949	+	ENSG00000151025.11
chr10	25594213	25594397	+	ENSG00000151025.11
chr10	25597772	25602226	+	ENSG00000151025.11
chr10	25244549	25244854	-	ENSG00000274242.1
chr10	25244061	25244141	-	ENSG00000274242.1
chr10	25393557	25393844	-	ENSG00000222543.1
chr10	25647570	25648104	-	ENSG00000227465.1
chr10	25651712	25651799	+	ENSG00000280809.5
chr10	25716745	25716981	+	ENSG00000280809.5
chr10	25731621	25732935	+	ENSG00000280809.5
chr10	25651719	25651799	+	ENSG00000280809.5
chr10	25652869	25653042	+	ENSG00000280809.5
chr10	25731621	25732819	+	ENSG00000280809.5
chr10	25651735	25651799	+	ENSG00000280809.5
chr10	25684569	25684669	+	ENSG00000280809.5
chr10	25685850	25685971	+	ENSG00000280809.5
chr10	25731621	25732741	+	ENSG00000280809.5
chr10	25668216	25668330	+	ENSG00000280809.5
chr10	25682521	25684669	+	ENSG00000280809.5
chr10	25651742	25651799	+	ENSG00000280809.5
chr10	25673190	25673416	+	ENSG00000280809.5
chr10	25651748	25651799	+	ENSG00000280809.5
chr10	25673190	25674700	+	ENSG00000280809.5
chr10	25686577	25686640	+	ENSG00000280809.5
chr10	25716798	25716981	+	ENSG00000280809.5
chr10	25700230	25700352	+	ENSG00000280809.5
chr10	25703609	25703693	+	ENSG00000280809.5
chr10	25705317	25705431	+	ENSG00000280809.5
chr10	25705517	25705608	+	ENSG00000280809.5
chr10	25731621	25732774	+	ENSG00000280809.5
chr10	25651753	25651799	+	ENSG00000280809.5
chr10	25695867	25695953	+	ENSG00000280809.5
chr10	25731621	25732196	+	ENSG00000280809.5
chr10	25651766	25651799	+	ENSG00000280809.5
chr10	25651768	25651799	+	ENSG00000280809.5
chr10	25731621	25731672	+	ENSG00000280809.5
chr10	25682521	25683482	+	ENSG00000280809.5
chr10	25651775	25651799	+	ENSG00000280809.5
chr10	25682521	25683385	+	ENSG00000280809.5
chr10	25652789	25653042	+	ENSG00000280809.5
chr10	25731621	25732771	+	ENSG00000280809.5
chr10	25686474	25686640	+	ENSG00000280809.5
chr10	25731621	25732088	+	ENSG00000280809.5
chr10	25686475	25686640	+	ENSG00000280809.5
chr10	25686738	25688744	+	ENSG00000280809.5
chr10	25686479	25686640	+	ENSG00000280809.5
chr10	25731621	25732820	+	ENSG00000280809.5
chr10	25715562	25716981	+	ENSG00000280809.5
chr10	25731621	25732765	+	ENSG00000280809.5
chr10	25716739	25716981	+	ENSG00000280809.5
chr10	25731621	25732931	+	ENSG00000280809.5
chr10	25691537	25692323	+	ENSG00000271563.1
chr10	25813811	25813917	-	ENSG00000223019.1
chr10	25819363	25819426	-	ENSG00000251711.1
chr10	25933554	25933710	-	ENSG00000226304.1
chr10	25932308	25932361	-	ENSG00000226304.1
chr10	25925993	25926188	-	ENSG00000226304.1
chr10	25924448	25924521	-	ENSG00000226304.1
chr10	25934229	25934328	+	ENSG00000095777.17
chr10	25935744	25935830	+	ENSG00000095777.17
chr10	25952094	25952278	+	ENSG00000095777.17
chr10	25954874	25955008	+	ENSG00000095777.17
chr10	25996490	25996594	+	ENSG00000095777.17
chr10	25997159	25997258	+	ENSG00000095777.17
chr10	26016820	26016896	+	ENSG00000095777.17
chr10	26021503	26021648	+	ENSG00000095777.17
chr10	26024022	26024087	+	ENSG00000095777.17
chr10	26026377	26026532	+	ENSG00000095777.17
chr10	26066975	26067074	+	ENSG00000095777.17
chr10	26068768	26068884	+	ENSG00000095777.17
chr10	26070111	26070215	+	ENSG00000095777.17
chr10	26070318	26070401	+	ENSG00000095777.17
chr10	26088203	26088405	+	ENSG00000095777.17
chr10	26096381	26096479	+	ENSG00000095777.17
chr10	26096568	26096682	+	ENSG00000095777.17
chr10	26120676	26120802	+	ENSG00000095777.17
chr10	26125398	26125608	+	ENSG00000095777.17
chr10	26128391	26128538	+	ENSG00000095777.17
chr10	26143448	26143601	+	ENSG00000095777.17
chr10	26145446	26145534	+	ENSG00000095777.17
chr10	26147430	26147559	+	ENSG00000095777.17
chr10	26153850	26153929	+	ENSG00000095777.17
chr10	26154746	26154823	+	ENSG00000095777.17
chr10	26157310	26157515	+	ENSG00000095777.17
chr10	26166067	26166239	+	ENSG00000095777.17
chr10	26166067	26166178	+	ENSG00000095777.17
chr10	26168712	26168874	+	ENSG00000095777.17
chr10	26170416	26170539	+	ENSG00000095777.17
chr10	26173663	26174557	+	ENSG00000095777.17
chr10	26176701	26176845	+	ENSG00000095777.17
chr10	26193205	26193311	+	ENSG00000095777.17
chr10	26201265	26201305	+	ENSG00000095777.17
chr10	26202964	26203107	+	ENSG00000095777.17
chr10	26211843	26212532	+	ENSG00000095777.17
chr10	25934274	25934328	+	ENSG00000095777.17
chr10	26021503	26023481	+	ENSG00000095777.17
chr10	25935788	25935830	+	ENSG00000095777.17
chr10	26211843	26212209	+	ENSG00000095777.17
chr10	25952100	25952278	+	ENSG00000095777.17
chr10	26016820	26016915	+	ENSG00000095777.17
chr10	26165842	26166178	+	ENSG00000095777.17
chr10	26168712	26168839	+	ENSG00000095777.17
chr10	26200848	26201058	+	ENSG00000095777.17
chr10	26211843	26212333	+	ENSG00000095777.17
chr10	26204085	26204502	+	ENSG00000095777.17
chr10	26202721	26202766	+	ENSG00000095777.17
chr10	26211843	26212393	+	ENSG00000095777.17
chr10	26216665	26216885	+	ENSG00000136750.13
chr10	26217610	26217669	+	ENSG00000136750.13
chr10	26217842	26217991	+	ENSG00000136750.13
chr10	26219043	26219276	+	ENSG00000136750.13
chr10	26223887	26223977	+	ENSG00000136750.13
chr10	26224539	26224651	+	ENSG00000136750.13
chr10	26229662	26229777	+	ENSG00000136750.13
chr10	26245921	26246000	+	ENSG00000136750.13
chr10	26269119	26269173	+	ENSG00000136750.13
chr10	26270640	26270756	+	ENSG00000136750.13
chr10	26273636	26273700	+	ENSG00000136750.13
chr10	26281009	26281087	+	ENSG00000136750.13
chr10	26286345	26286494	+	ENSG00000136750.13
chr10	26292465	26292572	+	ENSG00000136750.13
chr10	26292902	26292991	+	ENSG00000136750.13
chr10	26300788	26300995	+	ENSG00000136750.13
chr10	26304034	26304558	+	ENSG00000136750.13
chr10	26216733	26216885	+	ENSG00000136750.13
chr10	26219043	26219320	+	ENSG00000136750.13
chr10	26216774	26216885	+	ENSG00000136750.13
chr10	26300788	26304558	+	ENSG00000136750.13
chr10	26217145	26217248	+	ENSG00000136750.13
chr10	26304034	26304513	+	ENSG00000136750.13
chr10	26218193	26218325	+	ENSG00000136750.13
chr10	26224539	26224760	+	ENSG00000136750.13
chr10	26380761	26380841	-	ENSG00000289350.1
chr10	26352918	26353048	-	ENSG00000289350.1
chr10	26347612	26347734	-	ENSG00000289350.1
chr10	26341059	26341228	-	ENSG00000289350.1
chr10	26339864	26339915	-	ENSG00000289350.1
chr10	26337473	26337565	-	ENSG00000289350.1
chr10	26380761	26380853	-	ENSG00000289350.1
chr10	26347612	26347729	-	ENSG00000289350.1
chr10	26380761	26380859	-	ENSG00000289350.1
chr10	26386819	26387374	-	ENSG00000284951.1
chr10	26386339	26386411	-	ENSG00000284951.1
chr10	26379034	26380478	-	ENSG00000284951.1
chr10	26438341	26438455	+	ENSG00000077420.16
chr10	26438652	26438853	+	ENSG00000077420.16
chr10	26492327	26492398	+	ENSG00000077420.16
chr10	26496304	26496391	+	ENSG00000077420.16
chr10	26500819	26501111	+	ENSG00000077420.16
chr10	26503197	26503274	+	ENSG00000077420.16
chr10	26511747	26511906	+	ENSG00000077420.16
chr10	26513539	26513660	+	ENSG00000077420.16
chr10	26533439	26533525	+	ENSG00000077420.16
chr10	26536074	26536217	+	ENSG00000077420.16
chr10	26541582	26541692	+	ENSG00000077420.16
chr10	26560105	26560203	+	ENSG00000077420.16
chr10	26560730	26560844	+	ENSG00000077420.16
chr10	26562326	26562429	+	ENSG00000077420.16
chr10	26566961	26567803	+	ENSG00000077420.16
chr10	26438425	26438455	+	ENSG00000077420.16
chr10	26500819	26501938	+	ENSG00000077420.16
chr10	26561943	26562429	+	ENSG00000077420.16
chr10	26566961	26567226	+	ENSG00000077420.16
chr10	26509589	26509704	+	ENSG00000199733.1
chr10	26578836	26579095	-	ENSG00000290434.1
chr10	26577676	26577847	-	ENSG00000290434.1
chr10	26579194	26579408	-	ENSG00000290434.1
chr10	26578836	26578902	-	ENSG00000290434.1
chr10	26622069	26622338	-	ENSG00000236894.4
chr10	26617643	26617776	-	ENSG00000236894.4
chr10	26617272	26617380	-	ENSG00000236894.4
chr10	26608383	26608470	-	ENSG00000236894.4
chr10	26605587	26605656	-	ENSG00000236894.4
chr10	26602326	26602493	-	ENSG00000236894.4
chr10	26601042	26601206	-	ENSG00000236894.4
chr10	26577791	26577847	-	ENSG00000236894.4
chr10	26589865	26590337	+	ENSG00000290444.1
chr10	26591310	26591413	+	ENSG00000290444.1
chr10	26592850	26592966	+	ENSG00000290444.1
chr10	26593934	26594330	+	ENSG00000290444.1
chr10	26591310	26591413	+	ENSG00000233261.4
chr10	26593934	26594271	+	ENSG00000233261.4
chr10	26643228	26643596	+	ENSG00000234296.1
chr10	26644914	26645016	+	ENSG00000234296.1
chr10	26647986	26648282	+	ENSG00000290423.1
chr10	26648951	26649050	+	ENSG00000290423.1
chr10	26649391	26649593	+	ENSG00000290423.1
chr10	26650554	26650791	+	ENSG00000290423.1
chr10	26653065	26653446	+	ENSG00000290423.1
chr10	26648100	26648282	+	ENSG00000290423.1
chr10	26650554	26650657	+	ENSG00000290423.1
chr10	26653065	26653454	+	ENSG00000290423.1
chr10	26649332	26649593	+	ENSG00000290423.1
chr10	26653065	26653111	+	ENSG00000290423.1
chr10	26650554	26650657	+	ENSG00000231976.9
chr10	26653065	26653383	+	ENSG00000231976.9
chr10	26676116	26676159	-	ENSG00000227932.2
chr10	26668407	26668494	-	ENSG00000227932.2
chr10	26664206	26664392	-	ENSG00000227932.2
chr10	26697024	26697295	-	ENSG00000227932.2
chr10	26692682	26692800	-	ENSG00000227932.2
chr10	26691788	26691916	-	ENSG00000227932.2
chr10	26686542	26686629	-	ENSG00000227932.2
chr10	26683868	26683937	-	ENSG00000227932.2
chr10	26680938	26681104	-	ENSG00000227932.2
chr10	26679593	26679738	-	ENSG00000227932.2
chr10	26667567	26667646	-	ENSG00000227932.2
chr10	26664336	26664392	-	ENSG00000227932.2
chr10	26695091	26697625	-	ENSG00000279212.1
chr10	26697701	26697840	+	ENSG00000148459.16
chr10	26702162	26702194	+	ENSG00000148459.16
chr10	26704677	26704741	+	ENSG00000148459.16
chr10	26705286	26705394	+	ENSG00000148459.16
chr10	26709638	26709768	+	ENSG00000148459.16
chr10	26720218	26720359	+	ENSG00000148459.16
chr10	26723806	26723917	+	ENSG00000148459.16
chr10	26724014	26724123	+	ENSG00000148459.16
chr10	26735240	26735320	+	ENSG00000148459.16
chr10	26735466	26735579	+	ENSG00000148459.16
chr10	26742497	26742577	+	ENSG00000148459.16
chr10	26746333	26746798	+	ENSG00000148459.16
chr10	26705308	26705394	+	ENSG00000148459.16
chr10	26720135	26720359	+	ENSG00000148459.16
chr10	26724014	26724019	+	ENSG00000148459.16
chr10	26720343	26720359	+	ENSG00000148459.16
chr10	26740645	26740817	+	ENSG00000148459.16
chr10	26746333	26746541	+	ENSG00000148459.16
chr10	26734651	26734723	+	ENSG00000148459.16
chr10	26746333	26746782	+	ENSG00000148459.16
chr10	26714622	26714717	+	ENSG00000234788.1
chr10	26714853	26715405	+	ENSG00000234788.1
chr10	26715702	26715832	+	ENSG00000234788.1
chr10	26717635	26718073	+	ENSG00000235843.1
chr10	26718733	26718778	+	ENSG00000235843.1
chr10	26860747	26860892	-	ENSG00000136754.18
chr10	26823138	26823305	-	ENSG00000136754.18
chr10	26777065	26777241	-	ENSG00000136754.18
chr10	26771075	26771089	-	ENSG00000136754.18
chr10	26770245	26770345	-	ENSG00000136754.18
chr10	26768852	26768992	-	ENSG00000136754.18
chr10	26765218	26765318	-	ENSG00000136754.18
chr10	26759062	26759235	-	ENSG00000136754.18
chr10	26751598	26751783	-	ENSG00000136754.18
chr10	26746593	26748745	-	ENSG00000136754.18
chr10	26860747	26860935	-	ENSG00000136754.18
chr10	26755655	26755741	-	ENSG00000136754.18
chr10	26763880	26763960	-	ENSG00000136754.18
chr10	26759062	26759238	-	ENSG00000136754.18
chr10	26860747	26860971	-	ENSG00000136754.18
chr10	26860747	26860973	-	ENSG00000136754.18
chr10	26860747	26860986	-	ENSG00000136754.18
chr10	26860747	26861030	-	ENSG00000136754.18
chr10	26860747	26860958	-	ENSG00000136754.18
chr10	26746596	26748745	-	ENSG00000136754.18
chr10	26860747	26861087	-	ENSG00000136754.18
chr10	26839733	26839783	-	ENSG00000136754.18
chr10	26746895	26748745	-	ENSG00000136754.18
chr10	26747927	26748745	-	ENSG00000136754.18
chr10	26748066	26748745	-	ENSG00000136754.18
chr10	26823138	26823290	-	ENSG00000136754.18
chr10	26776626	26777241	-	ENSG00000136754.18
chr10	26789017	26789157	+	ENSG00000223027.1
chr10	26790540	26790646	-	ENSG00000206605.1
chr10	26934413	26934923	-	ENSG00000290706.1
chr10	26931206	26931562	-	ENSG00000290706.1
chr10	26936737	26937859	-	ENSG00000290706.1
chr10	26935425	26935627	-	ENSG00000290706.1
chr10	26934413	26934516	-	ENSG00000290706.1
chr10	26939296	26942001	-	ENSG00000290706.1
chr10	26936737	26936986	-	ENSG00000290706.1
chr10	26943943	26944418	-	ENSG00000290706.1
chr10	26943323	26943491	-	ENSG00000290706.1
chr10	26931247	26931562	-	ENSG00000290706.1
chr10	26934413	26934516	-	ENSG00000283709.2
chr10	26931276	26931562	-	ENSG00000283709.2
chr10	27014494	27014542	-	ENSG00000107890.17
chr10	27012882	27013110	-	ENSG00000107890.17
chr10	27006917	27006962	-	ENSG00000107890.17
chr10	26982693	26982813	-	ENSG00000107890.17
chr10	26980576	26980726	-	ENSG00000107890.17
chr10	26973793	26976042	-	ENSG00000107890.17
chr10	27014494	27014707	-	ENSG00000107890.17
chr10	26980576	26980839	-	ENSG00000107890.17
chr10	26973872	26976042	-	ENSG00000107890.17
chr10	27034796	27034865	-	ENSG00000107890.17
chr10	27033225	27033377	-	ENSG00000107890.17
chr10	27029286	27029356	-	ENSG00000107890.17
chr10	27028852	27028945	-	ENSG00000107890.17
chr10	27024447	27024559	-	ENSG00000107890.17
chr10	27022558	27022687	-	ENSG00000107890.17
chr10	27017502	27017792	-	ENSG00000107890.17
chr10	27014494	27014711	-	ENSG00000107890.17
chr10	27005617	27005723	-	ENSG00000107890.17
chr10	26982054	26982162	-	ENSG00000107890.17
chr10	27014494	27014679	-	ENSG00000107890.17
chr10	27005623	27005723	-	ENSG00000107890.17
chr10	26995041	26995147	-	ENSG00000107890.17
chr10	26991914	26992005	-	ENSG00000107890.17
chr10	27100085	27100494	-	ENSG00000107890.17
chr10	27093685	27093799	-	ENSG00000107890.17
chr10	27093349	27093522	-	ENSG00000107890.17
chr10	27092406	27092512	-	ENSG00000107890.17
chr10	27086539	27086609	-	ENSG00000107890.17
chr10	27082803	27082833	-	ENSG00000107890.17
chr10	27079089	27079161	-	ENSG00000107890.17
chr10	27077633	27077693	-	ENSG00000107890.17
chr10	27077338	27077540	-	ENSG00000107890.17
chr10	27067157	27067286	-	ENSG00000107890.17
chr10	27066487	27066548	-	ENSG00000107890.17
chr10	27063988	27064081	-	ENSG00000107890.17
chr10	27061144	27061242	-	ENSG00000107890.17
chr10	27060512	27060540	-	ENSG00000107890.17
